DIVERS_PARL_AD_01_0000|23666|25877|§Benoît Hamon, monsieur le ministre,|__ b x^ n w a _ _ _ a m o~ _ __ _ m x^ _ s j x^ _ _ _ l x^ _ m i n i s t r q __| 130 65 72 68 70 71 0 0 0 89 90 145 0 317 0 58 65 0 66 63 42 0 0 0 31 67 0 56 55 55 100 80 75 60 91 130
DIVERS_PARL_AD_01_0000|23666|25877|§{b x^ n w a} {a m o~}, {m x^ s j x^} {l x^} {m i n i s t r q},|__ b x^ n w a _ a m o~ __ _ m x^ s j x^ _ l x^ _ m i n i s t r q __| 130 65 72 68 70 71 0 89 90 145 317 0 58 65 66 63 42 0 31 67 0 56 55 55 100 80 75 60 91 130
DIVERS_PARL_AD_01_0000|26121|27100|,ce texte,|__ s x^ _ t e^ k&s t _ __| 130 120 61 0 134 94 157 153 0 130
DIVERS_PARL_AD_01_0000|26121|27100|,{s x^} {t e^ k s t},|__ s x^ _ t e^ k s t __| 130 120 61 0 134 94 86 71 153 130
DIVERS_PARL_AD_01_0000|27261|28452|,c'est votre projet.§|__ s _ e^ _ _ _ v o^ t r q _ p r o^ z^ e^ _ __ _| 130 145 0 59 0 0 0 86 85 45 53 50 0 52 80 85 85 106 0 130 0
DIVERS_PARL_AD_01_0000|27261|28452|,{s e^} {v o^ t r q} {p r o^ z^ e^}.§|__ s e^ _ v o^ t r q _ p r o^ z^ e^ __ _| 130 145 59 0 86 85 45 53 50 0 52 80 85 85 106 130 0
DIVERS_PARL_AD_01_0000|36807|39043|§Cette lutte se situe à deux niveaux.§|__ s e^ _ t q _ l y _ t _ _ s x^ _ s i t y _ _ a _ d x _ _ _ n i v _ o _ _ __ _| 130 108 68 0 174 50 0 103 77 0 107 0 0 138 61 0 84 66 99 90 0 0 115 0 125 77 0 0 0 63 140 55 0 176 0 0 130 0
DIVERS_PARL_AD_01_0000|36807|39043|§{s e^ t q} {l y t} {s x^} {s i t y} {a} {d x} {n i v o}.§|__ s e^ t q _ l y t _ s x^ _ s i t y _ a _ d x _ n i v o __ _| 130 108 68 174 50 0 103 77 107 0 138 61 0 84 66 99 90 0 115 0 125 77 0 63 140 55 176 130 0
DIVERS_PARL_AD_01_0000|43564|45316|§Venons-en maintenant au fond.§|__ v x^ n o~ _ z _ a~ _ _ m _ e~ _ t x^ n a~ _ _ _ o _ _ f o~ _ _ __ _| 130 94 80 61 148 0 85 0 130 0 0 85 0 85 0 75 43 75 116 0 0 0 101 0 0 175 139 0 0 130 0
DIVERS_PARL_AD_01_0000|43564|45316|§{v x^ n o~ z}-{a~} {m e~ t x^ n a~} {o} {f o~}.§|__ v x^ n o~ z _ a~ _ m e~ t x^ n a~ _ o _ f o~ __ _| 130 94 80 61 148 85 0 130 0 85 85 75 43 75 116 0 101 0 175 139 130 0
DIVERS_PARL_AD_01_0000|51600|54015|§Peu à peu, ils mobilisent des moyens.§|__ p x _ _ a _ p x _ __ _ i l _ _ m o^ b i l i z _ _ _ _ d e _ _ m w a&j e~ _ _ __ _| 130 110 70 0 0 115 0 135 173 0 322 0 95 55 0 0 80 90 60 82 59 109 60 0 0 0 0 55 55 0 0 75 70 165 120 0 0 130 0
DIVERS_PARL_AD_01_0000|51600|54015|§{p x} {a} {p x}, {i l} {m o^ b i l i z} {d e} {m w a j e~}.§|__ p x _ a _ p x __ _ i l _ m o^ b i l i z _ d e _ m w a j e~ __ _| 130 110 70 0 115 0 135 173 322 0 95 55 0 80 90 60 82 59 109 60 0 55 55 0 75 70 80 85 120 130 0
DIVERS_PARL_AD_01_0000|60565|63677|§S'il y a #unanimité# pour augmenter le volume,|__ s _ i l _ i&j _ a __ _ y n a n i m i t e _ _ p u _ r _ o _ g m a~ _ t e _ _ l x^ _ v o^ l y m q __| 130 197 0 72 39 0 178 0 169 260 0 72 45 95 40 90 55 95 110 102 0 0 98 80 0 67 0 61 0 49 63 88 0 102 54 0 0 31 59 0 81 80 43 112 95 70 130
DIVERS_PARL_AD_01_0000|60565|63677|§{s i l} {i j} {a} #{y n a n i m i t e}# {p u r} {o g m a~ t e} {l x^} {v o^ l y m q},|__ s i l _ i j _ a __ _ y n a n i m i t e _ _ p u r _ o g m a~ t e _ l x^ _ v o^ l y m q __| 130 197 72 39 0 89 89 0 169 260 0 72 45 95 40 90 55 95 110 102 0 0 98 80 67 0 61 49 63 88 102 54 0 31 59 0 81 80 43 112 95 70 130
DIVERS_PARL_AD_01_0000|63892|64853|,nous le ferons.§|__ n u _ _ _ l x^ _ f x^ r o~ _ _ __ _| 130 85 68 0 0 0 53 84 0 115 90 83 123 0 0 130 0
DIVERS_PARL_AD_01_0000|63892|64853|,{n u} {l x^} {f x^ r o~}.§|__ n u _ l x^ _ f x^ r o~ __ _| 130 85 68 0 53 84 0 115 90 83 123 130 0
DIVERS_PARL_AD_01_0000|71618|72611|§En france,|__ a~ _ _ f r a~ _ s _ __| 130 150 0 0 100 90 170 0 223 0 130
DIVERS_PARL_AD_01_0000|71618|72611|§{a~} {f r a~ s},|__ a~ _ f r a~ s __| 130 150 0 100 90 170 223 130
DIVERS_PARL_AD_01_0000|72876|75143|,c'est le statu quo qui serait inacceptable.§|__ s _ e^ _ _ _ l x^ _ s t a t y _ k _ o _ k _ i _ s x^ r e^ _ _ _ i n a k s e^ p t a b l q __ _| 130 150 0 55 0 0 0 45 62 0 40 75 55 85 50 0 119 0 100 0 91 0 55 0 100 76 44 48 0 0 0 54 58 56 54 80 45 61 64 90 69 57 69 130 0
DIVERS_PARL_AD_01_0000|72876|75143|,{s e^} {l x^} {s t a t y} {k o} {k i} {s x^ r e^} {i n a k s e^ p t a b l q}.§|__ s e^ _ l x^ _ s t a t y _ k o _ k i _ s x^ r e^ _ i n a k s e^ p t a b l q __ _| 130 150 55 0 45 62 0 40 75 55 85 50 0 119 100 0 91 55 0 100 76 44 48 0 54 58 56 54 80 45 61 64 90 69 57 69 130 0
DIVERS_PARL_AD_01_0000|83407|84933|§Une baisse est une baisse,|__ y n _ _ b e^ _ _ s _ _ e^ _ t _ y n _ _ b e^ _ _ s _ __| 130 82 68 0 0 85 150 0 0 83 0 0 42 0 49 0 87 68 0 0 86 180 0 0 286 0 130
DIVERS_PARL_AD_01_0000|83407|84933|§{y n} {b e^ s} {e^ t} {y n} {b e^ s},|__ y n _ b e^ s _ e^ t _ y n _ b e^ s __| 130 82 68 0 85 150 83 0 42 49 0 87 68 0 86 180 286 130
DIVERS_PARL_AD_01_0000|85230|87427|,et une hausse, même modérée,|__ e^ _ __ y n _ __ _ o _ _ s _ __ _ m e^ m _ _ m o^ d e r e _ __| 130 140 0 95 69 66 0 113 0 191 0 0 245 0 173 0 112 101 66 0 0 63 83 62 123 89 146 0 130
DIVERS_PARL_AD_01_0000|85230|87427|,{e^} {y n} {o s}, {m e^ m} {m o^ d e r e},|__ e^ __ y n __ o s __ _ m e^ m _ m o^ d e r e __| 130 140 95 69 66 113 191 245 173 0 112 101 66 0 63 83 62 123 89 146 130
DIVERS_PARL_AD_01_0000|88071|89146|,est une hausse.§|__ e^ _ t _ y n _ __ _ o _ _ s _ __ _| 130 79 0 76 0 70 71 0 59 0 180 0 0 280 0 130 0
DIVERS_PARL_AD_01_0000|88071|89146|,{e^ t} {y n} {o s}.§|__ e^ t _ y n __ o s __ _| 130 79 76 0 70 71 59 180 280 130 0
DIVERS_PARL_AD_01_0000|96377|101220|§Cela inclut notamment les communes de résidence de l'un ou l'autre des époux.§|__ s x^ l a __ e~ _ k l y _ _ n o^ t a _ m a~ _ _ __ l e _ _ k o^ _ m y n _ _ _ d x^ _ r e z i d a~ _ s _ __ d x^ _ l _ x~ _ __ u _ _ l _ o _ t r q _ d e z _ e p u _ _ __ _| 130 120 59 61 103 89 103 0 107 59 58 0 0 61 65 100 80 0 115 142 0 0 139 59 64 0 0 106 75 0 71 119 60 0 0 0 68 82 0 55 88 62 70 65 240 0 144 0 209 91 78 0 88 0 158 0 62 88 0 0 64 0 148 0 55 55 30 0 55 90 63 0 82 110 168 0 0 130 0
DIVERS_PARL_AD_01_0000|96377|101220|§{s x^ l a} {e~ k l y} {n o^ t a m a~} {l e} {k o^ m y n} {d x^} {r e z i d a~ s} {d x^} {l x~} {u} {l o t r q} {d e z} {e p u}.§|__ s x^ l a __ e~ k l y _ n o^ t a m a~ __ l e _ k o^ m y n _ d x^ _ r e z i d a~ s __ d x^ _ l x~ __ u _ l o t r q _ d e z _ e p u __ _| 130 120 59 61 103 89 103 107 59 58 0 61 65 100 80 115 142 139 59 64 0 106 75 71 119 60 0 68 82 0 55 88 62 70 65 240 144 209 91 78 0 88 158 62 88 0 64 148 55 55 30 0 55 90 63 0 82 110 168 130 0
DIVERS_PARL_AD_01_0000|106910|109444|§Le chômage a atteint un niveau record.§|__ l x^ _ s^ _ o m a z^ _ _ a _ a _ t _ e~ _ _ _ x~ _ _ n i v _ o _ _ r x^ k o^ r _ __ _| 130 59 65 0 160 0 70 75 155 90 0 0 105 0 60 0 120 0 113 0 0 0 78 0 0 54 105 60 0 125 0 0 88 67 110 256 259 0 130 0
DIVERS_PARL_AD_01_0000|106910|109444|§{l x^} {s^ o m a z^} {a} {a t e~} {x~} {n i v o} {r x^ k o^ r}.§|__ l x^ _ s^ o m a z^ _ a _ a t e~ _ x~ _ n i v o _ r x^ k o^ r __ _| 130 59 65 0 160 70 75 155 90 0 105 0 60 120 113 0 78 0 54 105 60 125 0 88 67 110 256 259 130 0
DIVERS_PARL_AD_01_0000|114662|116198|§Ce serait un peu choquant.§|__ s x^ _ s x^ r e^ _ _ _ x~ _ _ p x _ _ s^ _ o^ k _ a~ _ _ __ _| 130 105 70 0 120 65 90 71 0 0 0 84 0 0 105 65 0 0 135 0 64 116 0 186 0 0 130 0
DIVERS_PARL_AD_01_0000|114662|116198|§{s x^} {s x^ r e^} {x~} {p x} {s^ o^ k a~}.§|__ s x^ _ s x^ r e^ _ x~ _ p x _ s^ o^ k a~ __ _| 130 105 70 0 120 65 90 71 0 84 0 105 65 0 135 64 116 186 130 0
DIVERS_PARL_AD_01_0000|126008|128505|§On peut le faire si ce principe,|__ o~ _ _ p x _ _ _ l x^ _ f e^ _ r _ __ s i _ s x^ _ p r e~ _ s i p _ __| 130 94 0 0 131 78 0 0 0 48 74 0 190 275 0 134 0 126 100 76 0 124 65 0 105 80 95 0 190 80 172 0 130
